"","Game","Genre","Year","Month","Earnings","Players","Tournaments","Rank","Hours_watched","Hours_Streamed","Peak_viewers","Peak_channels","Streamers","Avg_viewers","Avg_channels","Avg_viewer_ratio"
"1023","Paladins","First-Person Shooter",2016,10,4000,6,1,60,629493,61379,30632,191,13024,847,82,10.26
"1024","Paladins","First-Person Shooter",2017,1,150000,40,1,47,1675358,61431,45152,175,12082,2254,82,27.27
"1025","Paladins","First-Person Shooter",2017,3,2762.75,36,6,64,788112,65999,12019,180,10142,1060,88,11.94
"1026","Paladins","First-Person Shooter",2017,4,75478.83,60,3,61,706307,56715,8953,154,8723,982,78,12.45
"1027","Paladins","First-Person Shooter",2017,6,250.88,9,1,55,980947,86607,16389,222,19920,1364,120,11.33
"1028","Paladins","First-Person Shooter",2017,7,1e+05,39,1,47,1422067,94468,32127,238,19162,1913,127,15.05
"1029","Paladins","First-Person Shooter",2017,8,16900,53,3,59,998332,89460,10966,218,16505,1343,120,11.16
"1030","Paladins","First-Person Shooter",2017,9,16667.75,59,4,53,869142,72712,13054,195,12609,1208,101,11.95
"1031","Paladins","First-Person Shooter",2017,10,17766.42,78,4,75,699455,61985,9652,166,11154,941,83,11.28
"1032","Paladins","First-Person Shooter",2017,11,17500,85,3,67,836296,58148,14388,155,10230,1163,80,14.38
"1033","Paladins","First-Person Shooter",2017,12,10500,68,2,102,513644,49170,6028,134,9493,691,66,10.45
"1034","Paladins","First-Person Shooter",2018,1,170000,61,1,51,1392569,77442,43978,214,15172,1874,104,17.98
"1035","Paladins","First-Person Shooter",2018,2,7000,40,1,90,568365,69559,9961,216,13707,847,103,8.17
"1036","Paladins","First-Person Shooter",2018,3,16100,58,4,93,605111,72478,19175,220,14634,814,97,8.35
"1037","Paladins","First-Person Shooter",2018,4,10500,82,2,89,657940,81530,8316,211,16003,915,113,8.07
"1038","Paladins","First-Person Shooter",2018,5,253500,107,4,81,864129,90173,25179,247,19894,1163,121,9.58
"1039","Paladins","First-Person Shooter",2018,6,7000,35,1,108,622079,80158,10061,203,18400,865,111,7.76
"1040","Paladins","First-Person Shooter",2018,7,1e+05,57,1,96,744266,91885,11043,244,18745,1001,123,8.1
"1041","Paladins","First-Person Shooter",2018,9,10500,63,3,105,539163,73006,5878,222,14400,749,101,7.39
"1042","Paladins","First-Person Shooter",2018,10,24500,79,4,119,545004,68601,1680,178,13197,733,92,7.94
"1043","Paladins","First-Person Shooter",2018,11,3e+05,41,1,111,636308,66787,7818,174,12898,884,92,9.53
"1044","Paladins","First-Person Shooter",2019,6,70000,40,2,163,406740,61304,3485,150,11563,565,85,6.63
"1045","Paladins","First-Person Shooter",2019,7,110000,34,1,140,433596,67800,3311,174,12583,583,91,6.4
"1046","Paladins","First-Person Shooter",2019,10,70000,40,2,153,397472,57065,2938,155,9736,534,76,6.97
"1047","Paladins","First-Person Shooter",2019,11,3e+05,40,1,116,562027,61002,41213,164,10480,781,84,9.21
"1048","Paladins","First-Person Shooter",2020,5,120000,90,3,161,762188,120869,3544,306,15856,1025,162,6.31
"1049","Paladins","First-Person Shooter",2020,6,49999.98,30,1,142,748388,100658,3715,257,12825,1040,139,7.43
"1050","Paladins","First-Person Shooter",2020,7,582.8,10,1,144,837668,117700,5893,310,14473,1127,158,7.12
"1051","Paladins","First-Person Shooter",2020,8,1357.19,23,3,143,870543,107881,2853,279,12974,1171,145,8.07
"1052","Paladins","First-Person Shooter",2020,9,500,10,1,160,718439,84197,9897,205,10562,999,117,8.53
"1053","Paladins","First-Person Shooter",2020,10,500,10,1,158,771899,84615,5698,255,10063,1038,113,9.12
"1054","Paladins","First-Person Shooter",2020,11,120592,93,4,161,763800,90933,2493,234,11469,1062,126,8.4
"1055","Paladins","First-Person Shooter",2020,12,100099,61,4,166,773159,89813,6197,225,11337,1040,120,8.61
"1056","Paladins","First-Person Shooter",2021,6,2250,15,1,171,811570,90750,8791,228,11968,1128,126,8.94
"1057","Paladins","First-Person Shooter",2021,11,3250,15,1,133,1319958,76761,15917,203,9269,1835,106,17.2
"1058","Pokk<U+00E9>n Tournament","Fighting Game",2016,3,230,3,1,51,973038,15584,44811,281,2584,1309,20,62.44
"1059","Pokk<U+00E9>n Tournament","Fighting Game",2016,4,80,3,1,158,135862,6257,5962,34,1075,188,8,21.71
"1060","Pokk<U+00E9>n Tournament","Fighting Game",2016,7,21800,8,1,155,212443,2069,30116,9,311,285,2,102.68
"1061","Pro Evolution Soccer 2016","Sports",2016,5,25995.57,3,1,158,126612,7592,8362,34,1694,170,10,16.68
"1062","Quake Champions","First-Person Shooter",2017,6,191.44,7,2,116,302110,12937,7394,63,2337,420,17,23.35
"1063","Quake Champions","First-Person Shooter",2017,7,3553.7,15,14,103,462525,12456,6984,51,1815,622,16,37.13
"1064","Quake Champions","First-Person Shooter",2017,8,1010259.18,65,10,88,589319,13591,22195,74,2207,793,18,43.36
"1065","Quake Champions","First-Person Shooter",2017,9,12164.38,26,8,97,423104,17893,7682,61,2216,588,24,23.65
"1066","Quake Champions","First-Person Shooter",2017,10,75820.04,23,4,115,347437,11937,12398,43,1514,467,16,29.11
"1067","Quake Champions","First-Person Shooter",2017,11,29363.57,78,17,146,258972,11157,4741,38,1136,360,15,23.21
"1068","Quake Champions","First-Person Shooter",2017,12,351500,82,17,118,386291,12329,24067,63,1358,519,16,31.33
"1069","Quake Champions","First-Person Shooter",2018,2,1550,8,2,192,169341,9959,1695,36,1191,252,14,17
"1070","Quake Champions","First-Person Shooter",2018,3,6471.32,14,4,163,241689,11488,2362,50,1268,325,15,21.04
"1071","Quake Champions","First-Person Shooter",2018,4,1386.12,13,5,149,323559,15353,11840,56,1578,450,21,21.07
"1072","Quake Champions","First-Person Shooter",2018,5,57000,48,21,105,531050,21354,8789,70,2521,714,28,24.87
"1073","Quake Champions","First-Person Shooter",2018,6,10600,53,26,60,1382130,63628,46969,234,15842,1922,88,21.72
"1074","Quake Champions","First-Person Shooter",2018,7,13440,36,20,83,975074,39690,9657,121,7453,1312,53,24.57
"1075","Quake Champions","First-Person Shooter",2018,8,263240,64,14,76,970075,39847,14662,136,7029,1305,53,24.34
"1076","Quake Champions","First-Person Shooter",2018,9,12933.7,59,23,85,707946,31938,7348,105,5006,984,44,22.17
"1077","Quake Champions","First-Person Shooter",2018,10,62754.87,24,8,81,930403,28583,20685,103,4391,1252,38,32.55
"1078","Quake Champions","First-Person Shooter",2018,11,13670,42,13,108,655502,25269,14056,74,3376,911,35,25.94
"1079","Quake Champions","First-Person Shooter",2018,12,206120,55,16,117,597334,24203,22079,70,3238,803,32,24.68
"1080","Quake Champions","First-Person Shooter",2019,4,899.6,3,1,176,317175,17270,11594,52,2205,441,24,18.37
"1081","Quake Champions","First-Person Shooter",2019,7,65000,20,1,125,490146,16202,14435,55,1887,659,21,30.25
"1082","Quake Champions","First-Person Shooter",2019,8,5286.91,6,1,192,281538,16527,11003,53,1933,378,22,17.04
"1083","Quake Champions","First-Person Shooter",2019,11,0,12,1,152,359424,12437,15497,53,1391,499,17,28.9
"1084","Radical Heights","Battle Royale",2018,5,120000,12,2,86,761364,18271,118141,123,5007,1024,24,41.67
"1085","Realm Royale","First-Person Shooter",2018,7,133000,31,5,18,4732620,158193,193264,482,26676,6369,212,29.92
"1086","Realm Royale","First-Person Shooter",2018,8,130000,26,4,56,1467785,73427,119238,278,11073,1975,98,19.99
"1087","rFactor 2","Racing",2020,6,28967.5,46,6,161,645424,3489,62961,54,490,897,4,184.99
"1088","Rocket Arena","Battle Royale",2020,7,1e+05,24,3,164,716414,18463,147718,192,3323,964,24,38.8
"1089","Rocket League","Sports",2016,1,2362.19,32,15,37,1566964,151028,68040,402,36282,2108,203,10.38
"1090","Rocket League","Sports",2016,2,3173.96,36,13,37,1842858,185207,18130,640,45485,2651,266,9.95
"1091","Rocket League","Sports",2016,3,11574.05,42,13,34,1881084,189233,21120,505,47759,2531,254,9.94
"1092","Rocket League","Sports",2016,4,6655.57,61,28,31,1927872,172514,34764,530,46316,2681,239,11.18
"1093","Rocket League","Sports",2016,5,17400.7,72,30,31,1943008,135938,23064,422,44772,2615,182,14.29
"1094","Rocket League","Sports",2016,6,6020.32,67,28,32,1554985,121906,16903,464,38544,2162,169,12.76
"1095","Rocket League","Sports",2016,7,17549.29,65,30,32,1790879,110279,14156,262,34945,2410,148,16.24
"1096","Rocket League","Sports",2016,8,68743.89,64,24,25,2502508,114974,82917,307,33642,3368,154,21.77
"1097","Rocket League","Sports",2016,9,63580.58,84,28,28,1807327,116205,32962,536,35709,2513,161,15.55
"1098","Rocket League","Sports",2016,10,30532.36,100,34,35,1845929,118822,16169,314,31860,2484,159,15.54
"1099","Rocket League","Sports",2016,11,66295.66,114,38,38,1622268,114674,14986,331,27591,2256,159,14.15
"1100","Rocket League","Sports",2016,12,143542.24,97,38,32,2275921,135824,60401,388,8345,3063,182,16.76
"1101","Rocket League","Sports",2017,1,12519.65,100,56,32,2360842,151291,35737,426,42155,3177,203,15.6
"1102","Rocket League","Sports",2017,2,81739.07,134,68,34,2179407,136327,51685,393,34920,3247,203,15.99
"1103","Rocket League","Sports",2017,3,19009.48,105,52,34,2855716,149494,49982,639,28965,3843,201,19.1
"1104","Rocket League","Sports",2017,4,105049.93,145,48,27,2869377,142679,43757,372,28463,3990,198,20.11
"1105","Rocket League","Sports",2017,5,80069.07,139,36,31,2113820,141958,47147,392,38061,2844,191,14.89
"1106","Rocket League","Sports",2017,6,210452.46,100,22,19,4698990,135730,207485,335,37620,6535,188,34.62
"1107","Rocket League","Sports",2017,7,136857.27,62,16,35,2106069,168192,45271,559,44697,2834,226,12.52
"1108","Rocket League","Sports",2017,8,124942.86,99,13,20,3129832,153465,67219,417,38664,4212,206,20.39
"1109","Rocket League","Sports",2017,9,85828.89,78,14,13,5520976,147194,85291,429,34138,7678,204,37.51
"1110","Rocket League","Sports",2017,10,279829.76,147,18,22,4409833,163101,83285,437,35597,5935,219,27.04
"1111","Rocket League","Sports",2017,11,175088.71,140,18,23,4290060,146609,180582,406,33939,5966,203,29.26
"1112","Rocket League","Sports",2017,12,209124.39,89,11,40,2286209,172061,68966,478,39635,3076,231,13.29
"1113","Rocket League","Sports",2018,1,57697.63,88,25,37,2516996,199446,79487,479,47379,3387,268,12.62
"1114","Rocket League","Sports",2018,2,38564.3,96,25,41,1748450,190166,31253,587,47050,2605,283,9.19
"1115","Rocket League","Sports",2018,3,4896.74,34,7,16,5530674,205161,96377,565,53875,7443,276,26.96
"1116","Rocket League","Sports",2018,4,377078.91,187,15,17,5475094,214415,96926,568,54428,7614,298,25.54
"1117","Rocket League","Sports",2018,5,8937.12,55,8,41,2249483,202604,56942,594,51573,3027,272,11.1
"1118","Rocket League","Sports",2018,6,253825.4,42,5,27,4099002,212778,173257,502,52849,5700,295,19.26
"1119","Rocket League","Sports",2018,7,103996.68,56,9,28,3577315,250769,42127,679,62448,4814,337,14.27
"1120","Rocket League","Sports",2018,8,127821.87,116,15,29,3884332,237630,58691,536,63782,5227,319,16.35
"1121","Rocket League","Sports",2018,9,30020.95,122,20,20,6344989,241545,77098,684,59923,8824,335,26.27
"1122","Rocket League","Sports",2018,10,597021.13,154,20,23,5347616,227718,78727,546,53748,7197,306,23.48
"1123","Rocket League","Sports",2018,11,527101.39,182,34,28,5303333,225248,167749,580,53794,7375,313,23.54
"1124","Rocket League","Sports",2018,12,267255.19,152,26,40,3078473,260284,77058,650,56693,4143,350,11.83
"1125","Rocket League","Sports",2019,1,121000,68,7,35,3717864,296047,65788,727,62082,5003,398,12.56
"1126","Rocket League","Sports",2019,2,131207.93,101,12,30,3768118,233398,62205,734,53636,5615,347,16.14
"1127","Rocket League","Sports",2019,3,20220.25,47,13,36,3634355,265268,37946,720,60668,4891,357,13.7
"1128","Rocket League","Sports",2019,4,18915.37,92,22,24,5366151,263789,67750,710,60861,7463,366,20.34
"1129","Rocket League","Sports",2019,5,620884.2,177,23,22,5808738,282468,116136,667,64145,7817,380,20.56
"1130","Rocket League","Sports",2019,6,659635.65,182,28,24,5853032,273764,186198,715,62063,8140,380,21.38
"1131","Rocket League","Sports",2019,7,110253.8,89,20,32,3633656,282548,56243,634,63382,4890,380,12.86
"1132","Rocket League","Sports",2019,8,174833.9,104,24,30,3858568,265216,41865,653,58293,5193,356,14.55
"1133","Rocket League","Sports",2019,9,6175.04,48,14,37,3512205,250133,70148,654,52006,4884,347,14.04
"1134","Rocket League","Sports",2019,10,26178.52,105,24,23,6705348,272336,96350,756,51378,9024,366,24.62
"1135","Rocket League","Sports",2019,11,669412.83,246,28,25,5659680,254760,85526,633,50438,7871,354,22.22
"1136","Rocket League","Sports",2019,12,546380.06,101,15,23,6177142,311157,240598,881,64297,8313,418,19.85
"1137","Rocket League","Sports",2020,1,15482.96,98,24,25,5679366,379221,54967,953,75446,7643,510,14.98
"1138","Rocket League","Sports",2020,2,16443.89,82,21,20,8655808,339652,152454,885,66909,12454,488,25.48
"1139","Rocket League","Sports",2020,3,1049147.27,185,15,22,10498059,422375,189258,1518,83660,14129,568,24.85
"1140","Rocket League","Sports",2020,4,301780.47,135,18,27,8220061,525512,141539,1322,87995,11432,730,15.64
"1141","Rocket League","Sports",2020,5,223429.86,203,25,32,6958942,535445,92615,1202,87250,9366,720,13
"1142","Rocket League","Sports",2020,6,142456.98,163,26,32,6200876,465670,71629,1117,76014,8624,647,13.32
"1143","Rocket League","Sports",2020,7,184536.25,188,32,33,6404829,503218,37288,1125,81236,8620,677,12.73
"1144","Rocket League","Sports",2020,8,338318.79,318,38,23,9773161,484991,182628,1134,82809,13153,652,20.15
"1145","Rocket League","Sports",2020,9,489581.9,396,44,19,14067732,705274,136304,3520,151620,19565,980,19.95
"1146","Rocket League","Sports",2020,10,488222.33,390,49,17,22032826,1210744,243644,3196,263835,29653,1629,18.2
"1147","Rocket League","Sports",2020,11,308931.7,384,50,20,19132066,1160498,147604,3245,248683,26609,1614,16.49
"1148","Rocket League","Sports",2020,12,427621.67,405,42,17,22353684,1246148,139113,3372,265728,30085,1677,17.94
"1149","Rocket League","Sports",2021,1,358686.82,327,31,18,23152587,1395752,147234,3824,293877,31160,1878,16.59
"1150","Rocket League","Sports",2021,2,294283.79,272,40,20,19693087,1170093,227721,3652,254500,29348,1743,16.83
"1151","Rocket League","Sports",2021,3,473232.06,382,53,14,25444384,1192179,196842,3294,247798,34245,1604,21.34
"1152","Rocket League","Sports",2021,4,619686.46,368,37,13,26303228,1326664,214487,3937,241744,36583,1845,19.83
"1153","Rocket League","Sports",2021,5,273468.54,263,29,20,19810785,1221957,211266,3402,197580,26663,1644,16.21
"1154","Rocket League","Sports",2021,6,1043966.51,242,42,20,15732922,956952,187081,2614,159895,21881,1330,16.44
"1155","Rocket League","Sports",2021,7,303519.62,238,34,32,9481467,923405,56276,2143,155609,12761,1242,10.27
"1156","Rocket League","Sports",2021,8,79944.5,221,21,30,10321054,914357,90265,2668,149188,13891,1230,11.29
"1157","Rocket League","Sports",2021,9,132729.55,165,21,29,9691864,759162,108616,2223,125139,13479,1055,12.77
"1158","Rocket League","Sports",2021,10,550408.71,370,32,21,14322020,720940,131916,1747,113324,19275,970,19.87
"1159","Rocket League","Sports",2021,11,518606.09,364,24,24,14404278,707964,140185,1883,111657,20033,984,20.35
"1160","Rocket League","Sports",2021,12,340238.85,129,7,26,11762122,693610,262428,2215,114708,15830,933,16.96
"1161","Rogue Company","Third-Person Shooter",2020,12,50000,48,2,114,1336172,216039,41768,688,27958,1798,290,6.18
"1162","Sea of Thieves","Strategy",2019,7,1e+05,67,4,46,2139833,91331,50956,248,12189,2879,122,23.43
"1163","Sekiro: Shadows Die Twice","Fighting Game",2019,4,19596,20,1,12,12742668,363484,91302,1456,63530,17722,505,35.06
"1164","Shadowverse","Collectible Card Game",2017,12,120000,24,1,97,555362,23371,13999,113,1732,747,31,23.76
"1165","Shadowverse","Collectible Card Game",2018,12,1310000,24,1,148,452640,15540,12296,74,1245,609,20,29.13
"1166","Shadowverse","Collectible Card Game",2019,1,12000,24,3,159,455814,17911,2371,56,1275,613,24,25.45
"1167","Shadowverse","Collectible Card Game",2019,2,12000,24,3,166,310290,13929,10160,61,1058,462,20,22.28
"1168","Shadowverse","Collectible Card Game",2019,3,69216.11,32,4,152,414826,15559,8982,88,1117,558,20,26.66
"1169","Shadowverse","Collectible Card Game",2019,4,11900,24,3,151,412696,15868,6843,59,1261,573,22,26.01
"1170","Shadowverse","Collectible Card Game",2019,5,11900,24,3,163,419654,14039,11540,67,1084,564,18,29.89
"1171","Shadowverse","Collectible Card Game",2019,6,70826.85,32,4,151,443074,16645,8557,95,1332,616,23,26.62
"1172","Shadowverse","Collectible Card Game",2019,7,11900,24,3,165,344720,15144,2298,56,1173,463,20,22.76
"1173","Shadowverse","Collectible Card Game",2019,8,11900,24,3,184,294512,11835,3435,54,1015,396,15,24.88
"1174","Shadowverse","Collectible Card Game",2019,9,71213.49,32,4,194,250523,12004,4283,79,971,348,16,20.87
"1175","Shadowverse","Collectible Card Game",2019,12,1387727.29,24,1,180,312433,11166,5672,79,948,420,15,27.98
"1176","Shadowverse","Collectible Card Game",2020,1,7900,16,2,197,354284,11158,6629,45,922,476,15,31.75
"1177","ShootMania Storm","First-Person Shooter",2020,8,152.1,9,1,200,482392,748,147354,40,118,649,1,644.91
"1178","SMITE","Multiplayer Online Battle Arena",2016,1,1175000,90,2,20,3788701,114041,70542,296,15389,5099,153,33.22
"1179","SMITE","Multiplayer Online Battle Arena",2016,4,7796.95,30,3,19,3524821,173748,23020,449,25390,4902,241,20.29
"1180","SMITE","Multiplayer Online Battle Arena",2016,5,14040,31,2,29,2946881,152509,28594,399,24184,3966,205,19.32
"1181","SMITE","Multiplayer Online Battle Arena",2016,6,3e+05,114,3,28,2378637,135056,27719,323,20945,3308,187,17.61
"1182","SMITE","Multiplayer Online Battle Arena",2016,7,38300,72,4,29,1886918,124370,22947,294,20195,2539,167,15.17
"1183","SMITE","Multiplayer Online Battle Arena",2016,8,43520,60,3,27,2389544,126919,22448,299,18667,3216,170,18.83
"1184","SMITE","Multiplayer Online Battle Arena",2016,10,24035.09,40,3,27,2449484,111857,22475,292,15885,3296,150,21.9
"1185","SMITE","Multiplayer Online Battle Arena",2016,11,35550,20,1,28,2741914,105160,25316,274,13774,3813,146,26.07
"1186","SMITE","Multiplayer Online Battle Arena",2017,1,1150000,60,2,14,5997773,149152,103551,405,21572,8072,200,40.21
"1187","SMITE","Multiplayer Online Battle Arena",2017,3,45000,30,1,26,3504897,128157,26354,331,12887,4717,172,27.35
"1188","SMITE","Multiplayer Online Battle Arena",2017,4,165000,65,2,20,4308351,111138,38214,298,11834,5992,154,38.77
"1189","SMITE","Multiplayer Online Battle Arena",2017,5,7900,20,1,25,3081369,113737,26791,284,15295,4147,153,27.09
"1190","SMITE","Multiplayer Online Battle Arena",2017,7,2e+05,58,2,27,2608455,114792,37803,256,14294,3510,154,22.72
